age,gender,split,final
56,M,1:59:11,4:43:51
51,M,2:00:15,4:43:52
41,M,1:51:44,4:43:52
29,W,2:07:16,4:43:52
40,M,1:57:44,4:43:52
57,M,2:01:40,4:43:52
41,M,1:56:16,4:43:52
30,W,2:10:23,4:43:52
46,M,1:56:06,4:43:52
28,M,1:57:19,4:43:53
30,M,1:54:30,4:43:53
42,M,2:02:23,4:43:53
24,W,2:04:29,4:43:53
37,W,2:04:47,4:43:53
38,M,1:59:31,4:43:53
34,M,2:05:31,4:43:53
46,M,2:08:15,4:43:54
33,M,2:05:10,4:43:54
51,M,2:00:35,4:43:54
69,M,2:04:32,4:43:55
37,M,2:01:36,4:43:55
56,M,2:15:00,4:43:55
48,M,2:07:29,4:43:55
57,M,2:03:46,4:43:55
30,W,2:03:44,4:43:56
60,M,1:55:45,4:43:56
41,W,2:01:35,4:43:56
40,W,2:07:37,4:43:57
62,M,2:01:54,4:43:57
40,M,1:58:46,4:43:57
50,M,2:05:48,4:43:57
34,M,2:04:41,4:43:58
56,M,2:09:27,4:43:58
26,M,1:48:21,4:43:58
42,W,2:05:16,4:43:59
45,W,2:04:27,4:43:59
43,M,1:57:17,4:43:59
46,M,1:56:56,4:43:59
61,M,2:05:17,4:43:59
37,M,1:54:39,4:43:59
30,W,1:58:44,4:44:00
36,W,2:02:30,4:44:00
28,W,1:59:41,4:44:00
28,M,2:03:07,4:44:00
32,M,2:01:47,4:44:01
38,W,2:05:17,4:44:01
20,W,2:00:49,4:44:01
30,M,1:57:18,4:44:01
60,M,1:55:56,4:44:01
44,W,2:00:23,4:44:02
25,M,2:03:23,4:44:02
39,W,2:03:36,4:44:02
46,W,1:58:23,4:44:02
39,W,1:58:03,4:44:02
41,M,2:05:40,4:44:02
39,W,2:03:12,4:44:02
35,W,1:56:33,4:44:02
64,M,2:05:24,4:44:02
40,M,1:46:47,4:44:03
27,M,1:54:42,4:44:03
49,M,2:03:27,4:44:03
32,M,2:02:00,4:44:04
39,M,2:02:09,4:44:04
23,W,2:10:37,4:44:04
39,M,1:58:42,4:44:04
46,W,2:07:05,4:44:04
40,M,2:04:39,4:44:05
35,M,2:01:27,4:44:05
49,M,2:01:00,4:44:05
35,W,2:13:04,4:44:05
50,M,1:53:27,4:44:05
48,W,2:15:48,4:44:06
43,W,1:56:07,4:44:06
33,W,1:50:45,4:44:06
34,M,2:01:03,4:44:07
18,W,2:04:31,4:44:08
49,M,1:58:54,4:44:08
29,M,1:55:10,4:44:08
36,W,2:03:09,4:44:09
40,M,2:08:03,4:44:09
46,M,2:07:56,4:44:09
26,M,2:01:43,4:44:10
33,W,1:54:13,4:44:10
34,W,2:04:00,4:44:10
60,W,2:05:49,4:44:10
46,M,2:04:24,4:44:10
45,M,1:58:03,4:44:11
36,M,2:05:55,4:44:11
41,M,1:55:11,4:44:11
43,M,1:50:59,4:44:12
38,M,2:02:36,4:44:12
36,W,2:04:33,4:44:12
36,M,2:02:54,4:44:12
39,M,2:02:00,4:44:12
44,M,1:58:04,4:44:14
27,M,1:50:50,4:44:14
54,M,2:15:02,4:44:14
59,M,2:04:14,4:44:14
35,M,2:08:41,4:44:14
54,M,1:56:16,4:44:15
28,W,2:16:21,4:44:15
25,M,1:55:03,4:44:15
37,W,1:55:16,4:44:15
41,M,2:06:19,4:44:15
33,M,2:06:06,4:44:16
33,M,2:06:25,4:44:16
27,M,2:09:04,4:44:16
50,M,2:14:58,4:44:16
50,W,1:59:28,4:44:16
61,M,2:03:54,4:44:16
36,M,1:54:17,4:44:16
44,M,2:06:23,4:44:17
59,M,1:55:23,4:44:17
38,M,2:08:16,4:44:17
52,M,2:05:28,4:44:18
42,M,2:02:24,4:44:18
47,M,2:02:33,4:44:19
63,M,1:55:53,4:44:19
47,W,2:04:37,4:44:19
44,W,2:08:46,4:44:19
50,M,2:04:51,4:44:19
29,W,2:10:53,4:44:19
59,W,2:05:17,4:44:20
36,M,1:53:55,4:44:20
40,W,2:12:55,4:44:20
27,W,2:15:01,4:44:20
36,W,2:04:56,4:44:20
25,W,1:50:51,4:44:20
49,M,2:05:59,4:44:22
53,M,2:07:54,4:44:22
43,M,2:03:19,4:44:22
31,M,2:16:59,4:44:23
47,M,1:56:06,4:44:24
41,M,2:01:57,4:44:24
36,M,2:03:22,4:44:24
28,M,2:05:22,4:44:24
45,M,2:05:12,4:44:25
39,W,2:00:31,4:44:25
43,M,2:06:33,4:44:25
65,M,2:07:11,4:44:26
29,M,1:59:24,4:44:26
33,W,2:07:38,4:44:27
36,M,2:02:28,4:44:27
42,W,2:04:10,4:44:27
27,M,2:04:16,4:44:28
40,W,2:00:18,4:44:28
40,M,2:07:03,4:44:28
44,M,2:18:37,4:44:28
34,M,2:06:54,4:44:28
61,M,2:09:28,4:44:28
38,W,2:09:56,4:44:28
35,W,1:58:29,4:44:29
37,M,1:48:01,4:44:29
43,M,2:04:52,4:44:29
56,W,2:09:50,4:44:29
41,M,2:03:00,4:44:29
51,W,2:08:22,4:44:29
49,M,1:56:06,4:44:30
36,M,1:54:48,4:44:30
34,M,2:02:23,4:44:30
60,M,2:06:58,4:44:30
30,W,1:59:51,4:44:30
60,M,2:04:45,4:44:31
33,W,2:00:28,4:44:31
47,W,1:59:01,4:44:31
41,M,1:53:33,4:44:31
32,W,2:06:26,4:44:31
38,M,1:56:30,4:44:31
51,M,1:58:07,4:44:31
41,M,1:56:40,4:44:31
32,W,2:08:18,4:44:31
37,M,2:03:43,4:44:32
45,M,1:59:07,4:44:32
37,M,1:57:43,4:44:32
28,M,1:57:40,4:44:32
46,W,2:03:58,4:44:32
47,M,1:59:12,4:44:32
57,M,2:01:57,4:44:33
30,W,2:03:30,4:44:33
38,M,2:01:28,4:44:33
50,M,1:59:49,4:44:33
36,W,1:57:18,4:44:34
42,M,1:57:39,4:44:34
56,M,1:56:57,4:44:34
39,M,2:06:09,4:44:34
29,M,2:10:37,4:44:34
35,M,2:01:51,4:44:34
40,M,1:59:36,4:44:35
52,M,2:06:15,4:44:35
39,M,2:05:30,4:44:35
45,M,2:08:31,4:44:35
29,M,1:49:02,4:44:36
51,M,2:07:04,4:44:36
52,M,1:59:46,4:44:37
59,M,2:03:59,4:44:37
27,M,2:09:10,4:44:37
42,W,2:01:20,4:44:37
24,W,2:04:55,4:44:38
57,M,2:05:08,4:44:38
37,M,2:05:36,4:44:39
60,M,2:01:18,4:44:39
40,M,1:52:56,4:44:39
35,M,2:05:28,4:44:39
51,M,2:09:07,4:44:40
43,M,2:07:30,4:44:40
30,M,2:09:55,4:44:40
49,M,1:57:26,4:44:40
28,W,2:07:21,4:44:40
45,M,1:55:53,4:44:40
47,W,2:02:53,4:44:40
20,M,1:47:43,4:44:41
19,M,2:01:31,4:44:41
41,M,1:51:07,4:44:42
63,M,2:04:07,4:44:42
60,M,2:02:19,4:44:42
29,W,2:03:10,4:44:42
38,M,2:04:31,4:44:43
35,M,1:59:01,4:44:43
51,M,2:03:38,4:44:43
55,M,2:02:04,4:44:44
41,M,2:01:04,4:44:44
44,M,1:44:13,4:44:44
33,M,2:07:38,4:44:44
59,W,2:00:59,4:44:44
41,W,1:58:53,4:44:44
47,M,1:56:49,4:44:44
28,M,1:56:57,4:44:45
34,W,2:01:40,4:44:45
40,W,2:05:03,4:44:45
23,W,2:06:42,4:44:45
46,M,2:06:34,4:44:46
48,M,1:56:45,4:44:46
50,M,1:59:06,4:44:46
54,M,1:54:19,4:44:46
44,W,1:58:45,4:44:47
31,M,2:05:05,4:44:47
44,M,2:05:25,4:44:47
39,W,2:07:45,4:44:47
49,W,1:58:47,4:44:47
50,W,2:01:01,4:44:48
41,M,1:58:53,4:44:49
35,M,2:01:29,4:44:49
44,W,2:11:14,4:44:49
53,M,1:58:37,4:44:50
43,M,1:59:01,4:44:50
21,W,1:59:10,4:44:50
44,M,2:01:20,4:44:50
56,M,2:10:08,4:44:51
26,M,2:06:10,4:44:51
54,M,2:06:21,4:44:51
49,M,1:56:58,4:44:51
34,W,2:09:08,4:44:52
47,W,2:01:12,4:44:52
30,M,1:59:06,4:44:52
45,M,1:53:46,4:44:52
47,W,2:03:48,4:44:53
40,M,2:03:02,4:44:54
32,W,2:07:26,4:44:54
34,M,2:06:19,4:44:54
49,M,1:54:43,4:44:54
50,W,2:00:55,4:44:54
41,M,2:01:03,4:44:54
30,W,2:08:00,4:44:54
50,W,2:01:51,4:44:54
59,M,2:01:56,4:44:55
47,W,2:06:48,4:44:55
48,M,2:12:19,4:44:56
49,M,2:09:26,4:44:57
36,W,2:04:52,4:44:57
41,M,2:02:11,4:44:58
35,M,1:57:55,4:44:58
45,M,1:51:36,4:44:58
29,M,1:56:45,4:44:59
41,M,1:58:17,4:44:59
45,M,2:09:35,4:44:59
43,M,2:10:30,4:44:59
37,M,1:59:54,4:45:00
50,M,1:58:35,4:45:00
41,M,2:09:35,4:45:01
25,W,2:07:15,4:45:01
41,M,2:01:08,4:45:01
32,M,2:05:51,4:45:01
26,M,2:09:49,4:45:01
38,M,2:06:44,4:45:01
27,M,2:06:15,4:45:02
43,M,2:05:17,4:45:02
52,M,2:02:07,4:45:02
46,M,2:02:35,4:45:02
29,M,2:05:48,4:45:02
61,M,2:06:27,4:45:03
23,W,2:06:52,4:45:03
42,M,2:01:55,4:45:03
53,M,1:59:04,4:45:03
39,M,2:05:24,4:45:04
45,M,1:58:31,4:45:04
45,W,2:09:29,4:45:04
41,M,2:04:44,4:45:04
47,M,2:25:35,4:45:04
37,M,1:55:02,4:45:04
37,M,1:57:12,4:45:04
45,M,2:01:41,4:45:05
36,W,1:58:28,4:45:05
37,M,2:08:52,4:45:05
28,M,2:00:42,4:45:05
43,W,2:00:57,4:45:06
47,W,2:08:25,4:45:06
50,M,1:51:42,4:45:06
48,M,2:02:26,4:45:07
51,W,2:04:26,4:45:07
47,M,2:11:15,4:45:07
50,M,2:02:37,4:45:08
37,M,1:58:38,4:45:08
30,W,2:00:56,4:45:09
45,M,1:51:06,4:45:09
40,W,2:04:17,4:45:09
37,W,1:55:20,4:45:09
60,W,2:05:05,4:45:09
38,W,2:05:59,4:45:09
53,M,1:54:36,4:45:10
31,M,1:52:03,4:45:10
47,M,2:09:00,4:45:10
42,W,1:54:41,4:45:11
25,M,1:48:58,4:45:11
43,M,1:56:52,4:45:11
44,M,2:10:37,4:45:12
40,M,2:02:57,4:45:12
42,W,2:11:22,4:45:12
37,M,2:11:29,4:45:13
38,M,2:01:02,4:45:14
37,M,2:00:44,4:45:14
41,W,2:02:18,4:45:14
52,W,2:14:07,4:45:14
37,W,2:08:04,4:45:15
24,W,1:59:43,4:45:15
36,M,1:59:28,4:45:15
58,M,2:10:54,4:45:15
52,M,2:05:42,4:45:16
19,M,1:45:47,4:45:16
42,W,1:59:23,4:45:16
32,W,2:04:37,4:45:16
45,M,2:02:46,4:45:17
25,M,1:56:03,4:45:17
54,M,2:04:31,4:45:17
50,M,2:06:31,4:45:17
30,M,2:07:08,4:45:17
45,W,2:07:04,4:45:18
36,W,2:02:35,4:45:18
26,W,1:58:55,4:45:18
35,M,2:04:37,4:45:19
37,W,2:01:23,4:45:19
30,M,2:03:02,4:45:19
34,M,1:59:33,4:45:20
50,W,2:08:16,4:45:20
32,M,2:06:50,4:45:20
35,M,1:53:36,4:45:20
33,M,2:05:18,4:45:20
44,M,2:01:52,4:45:20
30,W,2:05:49,4:45:21
41,M,2:01:39,4:45:21
62,M,1:59:17,4:45:21
56,W,2:14:23,4:45:21
50,M,2:01:36,4:45:21
50,M,2:03:02,4:45:21
44,M,1:57:38,4:45:22
38,M,1:54:45,4:45:22
33,W,2:04:21,4:45:22
51,M,1:58:41,4:45:24
43,M,1:58:47,4:45:24
21,W,2:06:07,4:45:24
45,M,1:58:33,4:45:24
24,W,2:06:44,4:45:24
59,W,1:53:45,4:45:25
49,M,2:05:02,4:45:25
27,W,2:12:03,4:45:26
30,W,2:07:18,4:45:26
44,W,2:09:00,4:45:27
48,M,2:06:01,4:45:28
39,W,2:02:21,4:45:28
62,M,2:09:21,4:45:28
42,W,2:00:35,4:45:28
26,M,1:59:12,4:45:28
37,M,1:57:06,4:45:28
44,M,2:11:15,4:45:28
58,W,1:55:09,4:45:29
19,M,1:49:46,4:45:29
49,M,1:56:26,4:45:29
37,M,1:54:17,4:45:29
46,W,2:00:21,4:45:29
30,W,1:59:08,4:45:29
48,M,2:00:36,4:45:30
53,M,2:05:58,4:45:30
42,W,1:57:35,4:45:30
27,W,2:05:59,4:45:30
36,W,2:02:43,4:45:30
38,M,2:07:13,4:45:30
50,M,2:11:30,4:45:30
40,M,2:03:57,4:45:30
41,M,2:06:12,4:45:30
65,M,2:08:52,4:45:30
22,W,2:07:20,4:45:31
39,W,2:15:11,4:45:31
33,M,1:59:03,4:45:31
35,M,1:57:57,4:45:31
30,W,2:07:42,4:45:32
32,W,2:04:17,4:45:32
33,M,2:06:12,4:45:33
45,M,1:57:14,4:45:33
48,W,2:06:16,4:45:33
56,M,2:10:18,4:45:33
37,M,2:00:25,4:45:33
36,M,2:01:29,4:45:34
49,M,2:07:12,4:45:34
52,W,2:07:14,4:45:35
27,W,2:03:21,4:45:35
33,W,2:00:46,4:45:36
38,W,1:58:39,4:45:36
29,M,2:10:32,4:45:36
40,W,2:00:45,4:45:37
47,M,1:54:04,4:45:37
42,M,2:05:41,4:45:37
57,M,1:56:53,4:45:38
56,M,1:59:30,4:45:38
28,M,1:53:11,4:45:38
33,W,1:54:50,4:45:38
47,M,2:03:08,4:45:39
28,M,2:03:16,4:45:39
55,M,2:00:00,4:45:39
39,M,1:57:24,4:45:39
33,M,2:07:20,4:45:39
47,M,1:54:09,4:45:39
44,M,2:03:38,4:45:39
43,M,1:59:04,4:45:40
56,M,1:56:01,4:45:41
54,M,2:08:28,4:45:41
28,W,2:09:41,4:45:41
26,W,2:07:36,4:45:41
29,W,2:07:01,4:45:41
60,M,1:56:01,4:45:42
38,W,1:56:23,4:45:42
46,M,2:01:00,4:45:42
51,W,2:05:13,4:45:42
34,M,1:59:46,4:45:43
36,W,2:00:15,4:45:43
31,M,2:06:05,4:45:43
44,M,2:10:29,4:45:44
35,W,2:08:07,4:45:44
45,M,2:07:24,4:45:45
38,M,1:57:18,4:45:45
44,W,2:16:43,4:45:45
61,M,2:05:25,4:45:46
47,W,2:01:52,4:45:46
40,W,2:00:30,4:45:46
36,M,2:11:16,4:45:47
39,W,1:59:44,4:45:47
25,W,2:06:18,4:45:48
31,W,2:11:39,4:45:49
39,W,1:56:23,4:45:49
27,W,1:55:06,4:45:49
40,M,2:02:44,4:45:49
26,M,1:58:35,4:45:49
41,M,2:01:47,4:45:49
55,W,2:05:06,4:45:49
34,M,2:07:06,4:45:49
35,M,2:00:23,4:45:50
30,W,2:13:28,4:45:50
47,M,1:57:59,4:45:50
51,W,1:58:11,4:45:50
42,M,2:07:26,4:45:50
30,M,2:02:18,4:45:50
47,M,2:05:14,4:45:51
32,W,2:00:47,4:45:51
27,W,2:07:43,4:45:51
29,M,1:54:40,4:45:51
43,M,2:00:05,4:45:51
33,M,1:54:32,4:45:51
38,M,1:58:54,4:45:52
27,M,2:06:27,4:45:52
23,W,2:01:00,4:45:52
31,M,2:06:59,4:45:53
47,M,1:59:46,4:45:53
29,W,1:58:46,4:45:53
53,M,2:11:55,4:45:53
54,M,2:08:11,4:45:54
32,W,1:49:56,4:45:55
37,M,2:00:19,4:45:56
42,W,2:00:28,4:45:57
52,M,2:11:40,4:45:57
39,W,2:00:08,4:45:57
51,M,2:04:04,4:45:58
32,W,2:09:57,4:45:58
24,W,1:51:25,4:45:59
41,W,1:59:07,4:45:59
45,W,1:57:13,4:45:59
46,M,2:00:55,4:45:59
30,W,2:11:53,4:45:59
49,W,1:51:48,4:45:59
44,M,1:50:07,4:45:59
35,M,2:00:55,4:46:00
54,M,1:59:46,4:46:00
19,M,1:59:45,4:46:01
63,M,2:02:49,4:46:01
45,M,2:03:58,4:46:01
31,M,1:56:54,4:46:01
41,M,2:10:41,4:46:01
36,M,1:58:30,4:46:01
39,M,2:12:13,4:46:02
29,M,1:59:48,4:46:02
48,M,2:01:54,4:46:02
35,W,1:56:28,4:46:02
57,M,1:54:25,4:46:03
42,M,1:51:27,4:46:03
41,M,2:03:09,4:46:03
45,M,2:00:49,4:46:04
44,M,1:57:13,4:46:04
60,W,2:07:11,4:46:04
43,M,2:08:56,4:46:04
50,M,1:58:08,4:46:05
37,W,2:06:53,4:46:05
35,W,2:03:40,4:46:06
24,W,1:53:03,4:46:06
35,W,2:02:48,4:46:06
42,M,2:07:11,4:46:06
39,W,2:09:30,4:46:07
40,W,2:06:19,4:46:07
23,W,2:08:09,4:46:07
42,M,2:01:42,4:46:07
29,M,2:02:57,4:46:07
36,M,1:59:46,4:46:08
49,M,2:01:01,4:46:08
26,W,2:10:13,4:46:09
42,M,2:13:07,4:46:09
21,W,2:06:19,4:46:09
25,M,1:47:24,4:46:09
43,M,1:53:22,4:46:10
61,W,2:08:22,4:46:10
42,M,1:55:03,4:46:11
40,M,2:09:29,4:46:11
54,M,2:05:00,4:46:11
29,M,1:46:23,4:46:12
44,M,2:05:48,4:46:12
50,M,2:00:17,4:46:12
40,M,2:00:13,4:46:12
28,M,2:05:47,4:46:12
53,M,1:57:01,4:46:12
43,W,2:06:12,4:46:13
35,W,2:07:37,4:46:13
48,W,2:08:23,4:46:13
29,M,2:02:01,4:46:14
54,M,2:03:55,4:46:14
23,W,2:03:48,4:46:15
31,M,1:58:14,4:46:15
43,M,2:02:27,4:46:15
41,W,1:59:57,4:46:15
37,M,2:07:22,4:46:16
52,M,2:01:58,4:46:16
33,W,1:59:18,4:46:16
39,M,1:53:39,4:46:16
47,W,1:59:20,4:46:16
41,W,1:58:32,4:46:16
27,M,2:07:10,4:46:16
58,M,2:03:10,4:46:16
39,M,2:11:20,4:46:17
37,W,2:04:30,4:46:17
62,W,2:14:22,4:46:17
39,M,1:51:44,4:46:17
26,M,1:59:44,4:46:18
29,M,2:12:13,4:46:18
44,M,1:55:04,4:46:18
23,M,1:59:05,4:46:19
37,M,2:06:02,4:46:19
40,M,1:58:26,4:46:19
65,M,1:56:08,4:46:19
26,W,2:03:11,4:46:20
51,W,2:08:36,4:46:21
43,W,2:04:50,4:46:21
21,W,1:54:59,4:46:22
30,M,2:10:31,4:46:22
43,M,2:02:36,4:46:22
45,W,2:06:32,4:46:22
30,M,2:06:37,4:46:22
31,M,2:00:42,4:46:22
39,W,2:02:01,4:46:23
40,M,1:57:37,4:46:23
35,M,2:04:46,4:46:23
41,M,2:00:03,4:46:24
32,M,1:59:35,4:46:24
62,M,1:56:18,4:46:24
41,M,1:45:26,4:46:24
36,M,2:01:40,4:46:25
36,M,2:01:45,4:46:25
53,M,2:00:37,4:46:25
45,M,2:01:38,4:46:25
28,W,2:07:23,4:46:25
35,W,2:01:37,4:46:25
43,M,1:57:11,4:46:25
42,M,2:03:55,4:46:26
40,M,2:04:30,4:46:26
40,M,2:07:56,4:46:26
35,W,2:01:51,4:46:26
30,W,2:07:12,4:46:26
25,W,2:06:58,4:46:27
32,W,2:06:55,4:46:27
49,M,1:54:46,4:46:27
49,W,1:59:19,4:46:28
37,M,1:58:39,4:46:28
47,W,2:03:22,4:46:28
52,M,1:55:37,4:46:29
48,M,2:04:31,4:46:29
55,M,2:03:11,4:46:29
45,W,1:57:38,4:46:29
41,W,1:59:35,4:46:29
47,M,2:05:34,4:46:30
52,M,2:04:03,4:46:30
40,M,2:08:44,4:46:30
45,M,1:59:42,4:46:30
67,M,2:07:37,4:46:31
35,M,1:50:46,4:46:31
35,W,2:05:00,4:46:32
43,M,2:08:21,4:46:33
37,M,1:56:53,4:46:34
32,M,2:00:31,4:46:34
37,M,1:57:37,4:46:35
51,M,2:10:23,4:46:35
32,M,1:54:43,4:46:35
37,M,2:04:30,4:46:35
34,W,2:07:21,4:46:36
24,W,2:06:26,4:46:36
32,M,2:01:26,4:46:36
41,M,1:56:54,4:46:37
39,M,2:00:14,4:46:37
32,M,2:09:54,4:46:37
41,W,2:09:29,4:46:37
54,M,2:02:31,4:46:37
30,M,1:55:33,4:46:37
30,W,2:01:39,4:46:38
39,W,2:06:09,4:46:38
32,M,2:02:54,4:46:39
54,M,1:57:02,4:46:39
62,M,1:52:05,4:46:39
66,M,2:07:05,4:46:39
30,M,2:07:33,4:46:39
52,M,2:08:36,4:46:40
39,M,1:51:32,4:46:40
46,M,2:07:39,4:46:40
28,M,1:50:37,4:46:40
30,M,1:58:24,4:46:40
31,W,1:52:14,4:46:41
31,M,1:58:00,4:46:41
30,M,2:02:58,4:46:41
61,M,2:13:57,4:46:41
44,M,2:03:27,4:46:42
49,M,2:10:46,4:46:42
28,W,1:56:25,4:46:42
31,M,1:58:58,4:46:42
43,M,1:59:19,4:46:43
48,M,2:01:32,4:46:44
28,M,1:56:00,4:46:44
52,M,2:07:33,4:46:44
55,M,2:00:54,4:46:44
51,M,2:09:06,4:46:44
28,W,2:03:59,4:46:44
36,M,2:10:32,4:46:44
33,M,1:57:44,4:46:45
47,M,2:00:14,4:46:45
60,M,1:58:28,4:46:45
37,M,2:02:29,4:46:46
35,W,2:10:45,4:46:46
28,W,2:04:16,4:46:46
47,M,2:06:27,4:46:47
59,M,1:55:30,4:46:47
26,M,1:53:37,4:46:47
20,M,1:46:30,4:46:47
32,W,2:08:04,4:46:47
37,M,2:06:45,4:46:48
46,M,2:11:17,4:46:48
38,M,2:16:37,4:46:48
64,M,2:02:57,4:46:49
55,M,2:11:32,4:46:49
34,M,2:01:03,4:46:49
42,W,2:05:12,4:46:50
57,M,1:56:35,4:46:51
58,M,1:59:50,4:46:51
42,W,1:55:31,4:46:52
59,W,1:56:40,4:46:52
29,W,2:07:42,4:46:53
31,M,2:04:13,4:46:53
37,W,1:56:56,4:46:54
30,M,1:50:04,4:46:54
31,W,2:00:40,4:46:54
46,M,2:03:01,4:46:55
39,M,2:07:29,4:46:55
43,M,1:54:07,4:46:55
44,M,2:00:35,4:46:55
34,W,1:57:20,4:46:56
37,M,2:05:21,4:46:56
59,M,2:10:53,4:46:56
48,M,2:04:41,4:46:56
31,M,1:51:04,4:46:56
63,M,1:54:48,4:46:56
32,M,2:06:08,4:46:56
27,M,2:09:51,4:46:57
46,M,1:55:19,4:46:57
59,M,2:00:42,4:46:58
44,M,1:59:57,4:46:58
44,W,2:08:06,4:46:58
49,M,2:09:24,4:46:59
47,M,2:03:48,4:46:59
46,W,2:10:37,4:46:59
55,M,2:01:35,4:46:59
38,M,2:06:46,4:46:59
38,M,2:00:33,4:46:59
24,M,1:54:16,4:47:00
23,W,1:53:13,4:47:00
39,M,1:58:01,4:47:00
41,M,2:01:51,4:47:00
39,M,2:20:57,4:47:00
52,M,2:00:17,4:47:00
35,W,2:10:10,4:47:01
45,M,2:02:49,4:47:01
44,W,2:08:00,4:47:02
49,M,2:06:37,4:47:02
42,W,2:07:52,4:47:03
23,W,1:59:36,4:47:03
45,M,2:00:39,4:47:04
40,W,2:03:11,4:47:04
59,W,2:13:04,4:47:04
44,W,2:01:01,4:47:05
30,W,2:05:11,4:47:05
53,M,1:58:39,4:47:05
43,W,2:02:02,4:47:06
45,M,1:54:14,4:47:07
32,M,1:53:48,4:47:07
32,W,2:05:41,4:47:07
41,M,2:05:52,4:47:07
39,M,1:57:27,4:47:07
32,W,1:54:30,4:47:08
44,M,2:03:25,4:47:08
31,M,1:58:28,4:47:08
29,M,2:03:25,4:47:08
29,M,2:02:51,4:47:08
31,W,2:00:14,4:47:09
57,M,2:07:56,4:47:09
50,W,1:58:43,4:47:10
39,W,2:04:08,4:47:10
36,W,1:55:13,4:47:11
32,M,1:55:05,4:47:11
29,M,2:05:22,4:47:11
41,M,1:58:59,4:47:11
33,W,1:58:00,4:47:11
38,M,2:10:28,4:47:11
44,W,2:05:22,4:47:11
38,M,2:03:04,4:47:12
22,M,2:17:50,4:47:12
43,M,2:01:34,4:47:13
40,M,1:51:00,4:47:13
38,W,2:17:09,4:47:13
37,W,2:08:37,4:47:13
40,W,2:10:39,4:47:13
31,W,2:01:42,4:47:14
30,W,2:07:43,4:47:14
59,M,2:09:54,4:47:14
29,W,1:54:55,4:47:14
20,M,2:03:24,4:47:14
33,W,1:59:32,4:47:14
46,M,2:01:46,4:47:14
28,M,2:05:45,4:47:14
56,M,2:02:48,4:47:15
38,M,1:56:58,4:47:15
51,M,2:03:02,4:47:15
47,W,2:06:07,4:47:16
41,W,2:01:54,4:47:16
50,M,2:08:39,4:47:17
44,M,2:00:46,4:47:17
41,M,1:52:30,4:47:17
28,W,1:56:15,4:47:17
34,M,2:02:20,4:47:17
41,M,1:58:30,4:47:17
55,M,1:58:32,4:47:17
44,M,2:00:46,4:47:18
36,W,2:11:48,4:47:18
27,W,1:59:33,4:47:19
32,M,2:02:29,4:47:19
18,M,2:03:42,4:47:19
43,W,2:06:13,4:47:19
37,M,2:14:10,4:47:19
31,M,2:08:37,4:47:19
32,M,1:55:35,4:47:19
56,M,1:57:35,4:47:20
27,M,1:59:44,4:47:21
41,M,1:57:17,4:47:21
38,M,2:03:59,4:47:21
34,M,1:57:28,4:47:22
38,W,1:58:02,4:47:22
36,M,2:02:13,4:47:22
28,M,1:54:00,4:47:23
31,M,2:11:22,4:47:23
71,M,2:05:51,4:47:23
47,W,2:09:26,4:47:23
41,M,2:03:27,4:47:25
33,W,1:55:57,4:47:25
52,M,2:02:20,4:47:25
53,W,2:10:01,4:47:25
38,M,1:58:06,4:47:25
40,M,2:06:11,4:47:26
32,M,2:00:27,4:47:26
43,W,1:57:14,4:47:26
43,W,1:58:07,4:47:26
58,M,2:00:13,4:47:27
30,W,2:07:57,4:47:27
39,W,2:13:50,4:47:27
53,M,1:56:37,4:47:27
56,M,1:54:37,4:47:28
30,M,2:06:40,4:47:29
47,M,1:59:39,4:47:29
45,M,2:13:19,4:47:29
37,M,1:59:44,4:47:30
29,W,2:03:14,4:47:30
50,M,2:05:43,4:47:30
37,W,2:07:42,4:47:30
63,M,2:06:32,4:47:31
30,W,1:55:25,4:47:32
33,M,2:06:33,4:47:32
33,M,1:51:40,4:47:32
27,M,1:55:35,4:47:33
37,M,1:59:58,4:47:33
36,M,1:56:57,4:47:33
53,M,2:06:25,4:47:34
56,M,2:07:35,4:47:34
32,M,2:01:09,4:47:34
46,M,1:57:57,4:47:34
47,W,1:57:04,4:47:34
34,W,2:10:36,4:47:34
52,W,2:12:17,4:47:35
53,M,2:01:13,4:47:36
29,W,2:05:21,4:47:36
45,W,2:06:16,4:47:36
44,W,1:57:13,4:47:36
36,M,2:00:19,4:47:36
27,W,2:04:11,4:47:37
56,M,1:58:49,4:47:37
40,W,2:11:04,4:47:37
38,M,2:08:15,4:47:37
69,M,2:06:09,4:47:38
36,M,1:51:39,4:47:38
25,W,2:07:59,4:47:39
26,M,1:53:48,4:47:39
53,M,2:04:22,4:47:39
39,W,1:56:54,4:47:39
42,W,2:14:17,4:47:39
40,M,1:59:50,4:47:40
36,M,2:02:25,4:47:40
33,W,2:08:14,4:47:40
33,W,2:07:18,4:47:40
37,M,1:54:29,4:47:41
36,M,2:01:20,4:47:41
51,W,2:11:27,4:47:41
40,M,1:59:53,4:47:42
37,M,1:59:02,4:47:42
46,M,2:05:18,4:47:43
26,M,2:02:10,4:47:44
29,W,1:57:43,4:47:44
30,W,2:06:41,4:47:45
32,M,1:57:51,4:47:45
26,W,1:59:05,4:47:45
46,M,1:46:22,4:47:45
50,M,2:02:00,4:47:45
58,M,2:10:41,4:47:45
30,M,1:58:44,4:47:45
44,M,1:58:19,4:47:46
25,W,2:04:19,4:47:46
45,M,1:54:30,4:47:46
46,M,2:00:18,4:47:46
29,M,1:49:53,4:47:47
33,M,1:57:44,4:47:48
